location,bath,balcony,price,bhk,sqft_area,price_per_sqft
binny pete,3.0,2.0,164.0,3,1970.0,8324.873096446701
binny pete,3.0,1.0,147.0,3,1516.0,9696.569920844327
bisuvanahalli,3.0,2.0,48.0,3,1180.0,4067.7966101694915
bisuvanahalli,2.0,1.0,46.0,3,1075.0,4279.069767441861
bisuvanahalli,2.0,1.0,45.0,3,1075.0,4186.046511627907
bisuvanahalli,2.0,1.0,33.0,2,845.0,3905.3254437869823
bisuvanahalli,2.0,1.0,45.0,3,1075.0,4186.046511627907
bisuvanahalli,2.0,1.0,37.0,2,845.0,4378.698224852071
bisuvanahalli,2.0,1.0,29.0,2,845.0,3431.9526627218934
bisuvanahalli,2.0,1.0,47.0,3,1075.0,4372.093023255814
bisuvanahalli,1.0,1.0,32.0,2,850.0,3764.705882352941
bisuvanahalli,2.0,1.0,50.0,3,1075.0,4651.162790697675
bisuvanahalli,2.0,1.0,52.0,3,1075.0,4837.209302325581
bisuvanahalli,2.0,1.0,46.0,3,1180.0,3898.3050847457625
bisuvanahalli,2.0,1.0,42.0,3,1075.0,3906.9767441860463
bisuvanahalli,2.0,1.0,37.0,2,845.0,4378.698224852071
bisuvanahalli,2.0,1.0,43.0,3,1075.0,4000.0
bisuvanahalli,1.0,1.0,32.0,2,700.0,4571.428571428572
bisuvanahalli,2.0,1.0,52.0,3,1075.0,4837.209302325581
bisuvanahalli,2.0,1.0,50.0,3,1075.0,4651.162790697675
bisuvanahalli,2.0,1.0,33.0,2,845.0,3905.3254437869823
bisuvanahalli,2.0,1.0,33.0,2,945.0,3492.063492063492
bisuvanahalli,2.0,1.0,30.0,2,845.0,3550.2958579881656
bisuvanahalli,2.0,1.0,43.0,3,1075.0,4000.0
bisuvanahalli,2.0,1.0,45.0,3,1080.0,4166.666666666667
bisuvanahalli,2.0,1.0,55.5,3,1180.0,4703.389830508475
bisuvanahalli,2.0,1.0,47.0,3,1075.0,4372.093023255814
bisuvanahalli,2.0,1.0,48.0,3,1075.0,4465.116279069767
bisuvanahalli,2.0,1.0,45.0,3,1075.0,4186.046511627907
bisuvanahalli,2.0,1.0,44.0,3,1075.0,4093.0232558139537
bisuvanahalli,2.0,1.0,27.0,2,850.0,3176.470588235294
bisuvanahalli,2.0,1.0,42.0,3,1075.0,3906.9767441860463
bisuvanahalli,2.0,2.0,32.0,2,845.0,3786.98224852071
bisuvanahalli,2.0,0.0,34.0,2,845.0,4023.6686390532545
bommanahalli,8.0,0.0,140.0,8,3000.0,4666.666666666667
bommanahalli,2.0,2.0,40.0,2,1200.0,3333.3333333333335
bommanahalli,3.0,1.0,96.0,3,1730.0,5549.132947976878
bommanahalli,1.0,0.0,19.5,1,520.0,3750.0
bommanahalli,3.0,1.0,125.0,3,1200.0,10416.666666666666
bommanahalli,3.0,0.0,145.0,4,1632.0,8884.803921568628
bommanahalli,2.0,2.0,29.9,2,1000.0,2990.0
bommanahalli,1.0,1.0,25.0,1,515.0,4854.368932038835
bommanahalli,3.0,2.0,44.0,2,1090.0,4036.697247706422
bommanahalli,3.0,0.0,135.0,4,1670.0,8083.832335329342
bommanahalli,3.0,2.0,55.0,3,1250.0,4400.0
bommanahalli,2.0,2.0,33.0,2,1110.0,2972.972972972973
bommanahalli,3.0,0.0,135.0,4,1680.0,8035.714285714285
bommanahalli,3.0,1.0,128.0,4,1632.0,7843.137254901961
bommanahalli,3.0,2.0,90.0,3,1850.0,4864.864864864865
bommanahalli,3.0,0.0,250.0,3,3339.0,7487.271638215035
bommanahalli,2.0,1.0,53.0,2,957.0,5538.1400208986415
bommanahalli,2.0,1.0,45.0,2,910.0,4945.054945054945
bommanahalli,2.0,2.0,46.0,2,1050.0,4380.952380952381
bommanahalli,2.0,1.0,73.0,2,1290.0,5658.914728682171
bommanahalli,1.0,2.0,55.0,2,1100.0,5000.0
bommanahalli,3.0,0.0,135.0,4,1355.0,9963.09963099631
bommanahalli,2.0,2.0,72.0,2,1350.0,5333.333333333333
bommanahalli,2.0,3.0,34.0,2,1170.0,2905.982905982906
bommanahalli,2.0,2.0,55.0,2,1020.0,5392.156862745098
bommanahalli,2.0,0.0,100.0,3,1660.0,6024.096385542169
bommanahalli,2.0,1.0,50.0,2,1307.0,3825.554705432288
bommanahalli,2.0,1.0,85.0,3,1416.0,6002.824858757062
bommanahalli,3.0,1.0,96.0,3,1232.0,7792.207792207792
bommanahalli,3.0,0.0,140.0,4,1632.0,8578.43137254902
bommanahalli,2.0,1.0,40.0,2,1091.0,3666.3611365719526
bommanahalli,2.0,3.0,53.0,2,1160.0,4568.9655172413795
bommanahalli,7.0,0.0,85.0,7,2875.0,2956.521739130435
bommanahalli,2.0,2.0,54.0,2,1050.0,5142.857142857143
bommasandra,2.0,1.0,22.14,2,805.0,2750.3105590062114
bommasandra,3.0,1.0,49.36,3,1260.0,3917.4603174603176
bommasandra,3.0,2.0,46.0,3,1200.0,3833.3333333333335
bommasandra,2.0,1.0,41.0,2,1035.0,3961.352657004831
bommasandra,3.0,2.0,56.0,3,1267.0,4419.889502762431
bommasandra,2.0,2.0,50.0,2,1200.0,4166.666666666667
bommasandra,2.0,1.0,41.73,2,1035.0,4031.884057971014
bommasandra,2.0,3.0,40.0,2,1034.0,3868.4719535783365
bommasandra,2.0,2.0,30.0,2,877.0,3420.752565564424
bommasandra,2.0,1.0,37.46,2,920.0,4071.7391304347825
bommasandra,2.0,1.0,41.43,2,1035.0,4002.8985507246375
bommasandra,2.0,1.0,50.28,3,1295.0,3882.6254826254826
bommasandra,2.0,1.0,40.0,2,1015.0,3940.886699507389
bommasandra,2.0,1.0,35.0,2,1000.0,3500.0
bommasandra,2.0,1.0,35.28,2,955.0,3694.240837696335
bommasandra,2.0,2.0,43.5,2,1153.0,3772.7666955767563
bommasandra,2.0,1.0,39.77,2,1005.0,3957.213930348259
bommasandra,2.0,1.0,35.0,2,1014.0,3451.6765285996057
bommasandra,2.0,1.0,40.89,2,1020.0,4008.823529411765
bommasandra,2.0,1.0,37.2,2,920.0,4043.478260869566
bommasandra,2.0,0.0,40.0,2,1500.0,2666.6666666666665
bommasandra,1.0,1.0,32.0,2,800.0,4000.0
bommasandra,3.0,1.0,50.0,3,1280.0,3906.25
bommasandra,3.0,0.0,90.0,3,1942.0,4634.3975283213185
bommasandra,2.0,1.0,45.0,2,1127.0,3992.9015084294588
bommasandra,2.0,2.0,43.5,2,1090.0,3990.8256880733943
bommasandra,2.0,1.0,25.4,2,850.0,2988.235294117647
bommasandra,2.0,1.0,29.0,2,877.0,3306.72748004561
bommasandra,3.0,1.0,52.81,3,1365.0,3868.864468864469
bommasandra,1.0,1.0,19.9,2,674.0,2952.522255192878
bommasandra,2.0,2.0,32.9,2,999.0,3293.293293293293
bommasandra,2.0,2.0,30.0,2,842.0,3562.9453681710215
bommasandra,3.0,1.0,49.36,3,1260.0,3917.4603174603176
bommasandra,3.0,1.0,52.82,3,1365.0,3869.5970695970695
bommasandra,2.0,1.0,37.97,2,955.0,3975.916230366492
bommasandra,2.0,1.0,40.0,2,1089.0,3673.094582185491
bommasandra,3.0,1.0,53.96,3,1365.0,3953.1135531135533
bommasandra industrial area,2.0,2.0,31.48,2,1090.0,2888.0733944954127
bommasandra industrial area,2.0,1.0,40.44,3,1400.0,2888.5714285714284
bommasandra industrial area,2.0,1.0,38.13,3,1320.0,2888.636363636364
bommasandra industrial area,2.0,1.0,29.45,2,1020.0,2887.2549019607845
bommasandra industrial area,2.0,1.0,33.64,2,1165.0,2887.5536480686696
bommasandra industrial area,2.0,1.0,31.48,2,1090.0,2888.0733944954127
bommasandra industrial area,2.0,1.0,28.88,2,1000.0,2888.0
bommasandra industrial area,2.0,1.0,29.45,2,1020.0,2887.2549019607845
bommasandra industrial area,2.0,1.0,33.51,2,1160.0,2888.793103448276
bommasandra industrial area,2.0,1.0,32.49,2,1125.0,2888.0
bommasandra industrial area,2.0,1.0,32.49,2,1125.0,2888.0
bommasandra industrial area,2.0,1.0,32.64,2,1130.0,2888.495575221239
bommasandra industrial area,2.0,1.0,30.75,2,1065.0,2887.323943661972
brookefield,2.0,3.0,69.0,2,1150.0,6000.0
brookefield,2.0,2.0,70.0,2,1142.0,6129.5971978984235
brookefield,4.0,2.0,240.0,4,2800.0,8571.42857142857
brookefield,3.0,2.0,105.0,3,1476.0,7113.821138211382
brookefield,4.0,1.0,152.0,4,1700.0,8941.176470588236
brookefield,2.0,1.0,75.0,2,1262.0,5942.947702060222
brookefield,2.0,2.0,80.0,2,1139.0,7023.705004389815
brookefield,2.0,2.0,70.0,2,1125.0,6222.222222222223
brookefield,3.0,2.0,85.0,3,1420.0,5985.915492957746
brookefield,2.0,2.0,48.0,2,941.0,5100.956429330499
brookefield,2.0,1.0,55.0,2,1100.0,5000.0
brookefield,3.0,3.0,140.0,4,2400.0,5833.333333333333
brookefield,2.0,2.0,66.5,2,1225.0,5428.571428571428
brookefield,6.0,3.0,175.0,5,1950.0,8974.358974358975
brookefield,2.0,3.0,50.0,2,1080.0,4629.62962962963
brookefield,2.0,3.0,55.0,2,1230.0,4471.544715447155
brookefield,2.0,2.0,75.0,2,1200.0,6250.0
brookefield,2.0,1.0,49.0,2,1089.0,4499.540863177227
brookefield,2.0,2.0,56.0,2,1130.0,4955.7522123893805
brookefield,2.0,1.0,95.0,2,1270.0,7480.314960629921
brookefield,3.0,2.0,115.0,3,1706.0,6740.914419695194
brookefield,2.0,2.0,94.0,2,1389.0,6767.458603311735
brookefield,2.0,2.0,72.0,2,1225.0,5877.551020408163
brookefield,3.0,3.0,115.0,3,1746.0,6586.483390607102
brookefield,3.0,2.0,149.0,4,1560.0,9551.28205128205
brookefield,2.0,2.0,84.5,2,1382.0,6114.3270622286545
brookefield,2.0,1.0,70.0,2,1260.0,5555.555555555556
brookefield,2.0,0.0,90.0,2,1206.0,7462.686567164179
brookefield,3.0,2.0,140.0,3,1594.0,8782.936010037642
btm 1st stage,1.0,0.0,40.0,1,375.0,10666.666666666666
btm 1st stage,3.0,2.0,200.0,3,1717.0,11648.223645894
btm 2nd stage,2.0,1.0,52.0,2,950.0,5473.684210526316
btm 2nd stage,3.0,0.0,170.0,3,1850.0,9189.18918918919
btm 2nd stage,2.0,2.0,80.0,2,1200.0,6666.666666666667
btm 2nd stage,2.0,2.0,70.0,2,1274.0,5494.505494505494
btm 2nd stage,2.0,1.0,48.0,2,1070.0,4485.981308411215
btm 2nd stage,2.0,2.0,80.0,2,1280.0,6250.0
btm 2nd stage,2.0,2.0,70.0,2,1100.0,6363.636363636364
btm 2nd stage,2.0,2.0,58.0,2,1000.0,5800.0
btm 2nd stage,5.0,3.0,416.0,5,2990.0,13913.04347826087
btm 2nd stage,2.0,2.0,55.0,2,1265.0,4347.826086956522
btm 2nd stage,3.0,3.0,220.0,3,2200.0,10000.0
btm 2nd stage,4.0,1.0,325.0,3,2780.0,11690.647482014389
btm 2nd stage,2.0,0.0,360.0,3,2400.0,15000.0
btm 2nd stage,2.0,2.0,56.0,2,965.0,5803.108808290155
btm 2nd stage,2.0,1.0,75.0,2,1147.0,6538.7968613775065
btm 2nd stage,3.0,3.0,172.0,3,1750.0,9828.57142857143
btm 2nd stage,2.0,3.0,90.0,2,1400.0,6428.571428571428
btm 2nd stage,2.0,2.0,70.0,2,1200.0,5833.333333333333
btm 2nd stage,2.0,2.0,47.0,2,1100.0,4272.727272727273
btm 2nd stage,2.0,2.0,46.0,2,930.0,4946.236559139785
btm 2nd stage,3.0,2.0,345.0,3,2500.0,13800.0
btm layout,2.0,2.0,63.0,2,1150.0,5478.260869565217
btm layout,6.0,3.0,165.0,6,3300.0,5000.0
btm layout,2.0,2.0,81.0,3,1450.0,5586.206896551724
btm layout,2.0,3.0,75.0,3,1776.0,4222.972972972973
btm layout,3.0,2.0,79.0,3,1458.0,5418.38134430727
btm layout,2.0,1.0,51.5,2,935.0,5508.0213903743315
btm layout,2.0,1.0,46.5,2,1020.0,4558.823529411765
btm layout,3.0,2.0,112.0,3,1600.0,7000.0
btm layout,2.0,1.0,75.0,3,1300.0,5769.2307692307695
btm layout,2.0,2.0,78.0,3,1540.0,5064.935064935065
btm layout,1.0,1.0,20.0,1,450.0,4444.444444444444
btm layout,2.0,2.0,56.81,2,1196.0,4750.0
btm layout,2.0,2.0,99.0,3,1470.0,6734.693877551021
budigere,2.0,2.0,56.4,2,1153.0,4891.587163920208
budigere,2.0,1.0,59.9,2,1162.0,5154.9053356282275
budigere,4.0,2.0,103.0,3,1991.0,5173.279758915118
budigere,2.0,2.0,57.0,2,1153.0,4943.625325238509
budigere,2.0,1.0,57.0,2,1162.0,4905.335628227194
budigere,2.0,2.0,62.0,2,1139.0,5443.371378402107
budigere,2.0,2.0,56.8,2,1139.0,4986.830553116769
budigere,2.0,2.0,56.85,2,1139.0,4991.220368744513
budigere,1.0,1.0,35.0,1,664.0,5271.084337349397
budigere,3.0,2.0,93.0,3,1820.0,5109.89010989011
budigere,3.0,2.0,85.0,3,1636.0,5195.59902200489
budigere,2.0,2.0,70.0,2,1444.0,4847.645429362881
budigere,2.0,2.0,60.0,2,1139.0,5267.778753292362
budigere,3.0,2.0,93.0,3,1820.0,5109.89010989011
budigere,2.0,1.0,58.0,2,1162.0,4991.394148020654
budigere,3.0,2.0,85.0,3,1636.0,5195.59902200489
budigere,3.0,2.0,92.0,3,1636.0,5623.471882640587
budigere,2.0,1.0,54.3,2,1087.0,4995.40018399264
budigere,2.0,2.0,65.0,2,1149.0,5657.093124456049
budigere,1.0,1.0,35.4,1,664.0,5331.325301204819
budigere,2.0,2.0,56.7,2,1153.0,4917.606244579359
budigere,2.0,2.0,56.5,2,1139.0,4960.491659350308
budigere,3.0,2.0,83.0,3,1636.0,5073.349633251833
budigere,1.0,1.0,34.0,1,664.0,5120.481927710844
budigere,2.0,1.0,58.0,2,1162.0,4991.394148020654
budigere,2.0,2.0,60.0,2,1153.0,5203.816131830009
budigere,3.0,2.0,99.0,3,1820.0,5439.56043956044
budigere,3.0,2.0,95.0,3,1820.0,5219.780219780219
budigere,3.0,2.0,95.5,3,1820.0,5247.252747252747
budigere,2.0,2.0,56.0,2,1153.0,4856.895056374675
budigere,2.0,2.0,56.5,2,1153.0,4900.260190806592
budigere,2.0,2.0,58.0,2,1153.0,5030.3555941023415
budigere,3.0,2.0,88.0,3,1636.0,5378.973105134474
budigere,2.0,2.0,56.55,2,1153.0,4904.596704249783
budigere,2.0,2.0,56.5,2,1153.0,4900.260190806592
budigere,2.0,2.0,60.0,2,1153.0,5203.816131830009
chamrajpet,2.0,2.0,120.0,3,1475.0,8135.593220338983
chamrajpet,2.0,1.0,170.0,4,1900.0,8947.368421052632
chamrajpet,2.0,3.0,180.0,2,1350.0,13333.333333333334
chamrajpet,2.0,1.0,162.0,2,1050.0,15428.57142857143
chamrajpet,4.0,2.0,211.0,4,1660.4,12707.781257528306
chamrajpet,1.0,0.0,85.0,1,505.0,16831.68316831683
chamrajpet,3.0,2.0,98.91,3,1565.0,6320.127795527156
chamrajpet,1.0,2.0,52.0,2,730.0,7123.287671232877
chamrajpet,1.0,1.0,40.0,2,650.0,6153.846153846154
chamrajpet,2.0,2.0,45.0,2,650.0,6923.076923076923
chamrajpet,3.0,2.0,115.0,3,1650.0,6969.69696969697
chandapura,1.0,1.0,17.0,2,650.0,2615.3846153846152
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,2.0,25.88,2,1015.0,2549.753694581281
chandapura,1.0,0.0,11.66,1,530.0,2200.0
chandapura,3.0,1.0,45.0,3,1208.0,3725.1655629139073
chandapura,2.0,2.0,32.0,2,1200.0,2666.6666666666665
chandapura,2.0,2.0,27.68,2,1025.0,2700.487804878049
chandapura,2.0,2.0,25.88,2,1015.0,2549.753694581281
chandapura,2.0,1.0,33.0,3,1065.0,3098.5915492957747
chandapura,2.0,1.0,25.4,2,850.0,2988.235294117647
chandapura,1.0,0.0,13.57,1,590.0,2300.0
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,1.0,0.0,13.86,1,630.0,2200.0
chandapura,2.0,2.0,25.88,2,1015.0,2549.753694581281
chandapura,2.0,1.0,43.0,3,1107.0,3884.3721770551037
chandapura,1.0,1.0,14.04,1,520.0,2700.0
chandapura,1.0,1.0,36.0,2,1200.0,3000.0
chandapura,2.0,1.0,24.86,2,975.0,2549.74358974359
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,25.12,2,985.0,2550.253807106599
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,24.86,2,975.0,2549.74358974359
chandapura,1.0,1.0,19.0,2,700.0,2714.285714285714
chandapura,2.0,2.0,32.0,3,1095.0,2922.3744292237443
chandapura,3.0,2.0,42.0,3,1208.51,3475.3539482503247
chandapura,2.0,2.0,29.5,2,876.0,3367.5799086757993
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,30.0,2,937.0,3201.7075773745996
chandapura,2.0,2.0,27.68,2,1025.0,2700.487804878049
chandapura,2.0,1.0,24.86,2,975.0,2549.74358974359
chandapura,2.0,1.0,25.0,2,800.0,3125.0
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,25.65,2,950.0,2700.0
chandapura,2.0,1.0,36.0,2,1200.0,3000.0
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,36.0,2,922.0,3904.5553145336225
chandapura,1.0,1.0,19.9,2,674.0,2952.522255192878
chandapura,2.0,1.0,25.12,2,985.0,2550.253807106599
chandapura,2.0,2.0,27.68,2,1025.0,2700.487804878049
chandapura,2.0,2.0,25.88,2,1015.0,2549.753694581281
chandapura,2.0,2.0,39.5,3,1345.0,2936.8029739776953
chandapura,2.0,2.0,30.47,3,1033.0,2949.6611810261375
chandapura,2.0,2.0,38.0,3,971.0,3913.491246138002
chandapura,2.0,2.0,25.88,2,1015.0,2549.753694581281
chandapura,1.0,2.0,30.0,2,800.0,3750.0
chandapura,2.0,3.0,35.0,2,900.0,3888.8888888888887
chandapura,2.0,1.0,24.86,2,975.0,2549.74358974359
chandapura,1.0,1.0,14.04,1,520.0,2700.0
chandapura,2.0,1.0,42.0,3,1323.0,3174.6031746031745
chandapura,1.0,1.0,10.0,1,410.0,2439.0243902439024
chandapura,2.0,1.0,25.12,2,985.0,2550.253807106599
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,1.0,1.0,16.45,1,645.0,2550.3875968992247
chandapura,2.0,1.0,36.0,2,1200.0,3000.0
chandapura,1.0,1.0,22.0,2,740.0,2972.972972972973
chandapura,2.0,2.0,28.47,2,876.0,3250.0
chandapura,1.0,1.0,14.04,1,520.0,2700.0
channasandra,2.0,1.0,38.34,2,1009.0,3799.8017839445
channasandra,2.0,1.0,35.0,2,1065.0,3286.3849765258215
channasandra,2.0,1.0,90.0,3,1470.0,6122.448979591837
channasandra,2.0,1.0,79.0,2,1300.0,6076.923076923077
channasandra,2.0,1.0,33.45,2,1115.0,3000.0000000000005
channasandra,2.0,1.0,34.5,2,1030.0,3349.5145631067962
channasandra,6.0,0.0,180.0,6,4200.0,4285.714285714285
channasandra,2.0,1.0,45.0,2,1080.0,4166.666666666667
channasandra,2.0,1.0,40.0,2,1115.0,3587.4439461883408
channasandra,2.0,1.0,48.0,2,3040.0,1578.9473684210527
channasandra,3.0,1.0,67.77,3,1200.0,5647.5
channasandra,2.0,1.0,35.5,2,1104.0,3215.5797101449275
channasandra,2.0,1.0,55.0,2,1160.0,4741.379310344828
channasandra,2.0,2.0,41.0,2,1050.0,3904.7619047619046
channasandra,2.0,1.0,40.47,2,1065.0,3800.0
channasandra,2.0,1.0,38.0,2,1070.0,3551.4018691588785
channasandra,2.0,1.0,35.0,2,1050.0,3333.3333333333335
channasandra,2.0,1.0,34.0,2,1093.0,3110.704483074108
channasandra,2.0,1.0,40.0,2,808.0,4950.495049504951
channasandra,2.0,1.0,36.0,2,1010.0,3564.3564356435645
channasandra,2.0,1.0,36.0,2,1123.0,3205.699020480855
channasandra,2.0,2.0,35.0,2,1000.0,3500.0
channasandra,4.0,1.0,89.45,4,1500.0,5963.333333333333
channasandra,2.0,2.0,51.83,3,1330.0,3896.9924812030076
channasandra,2.0,1.0,37.0,2,1093.0,3385.1784080512352
channasandra,2.0,1.0,35.8,2,1115.0,3210.7623318385645
channasandra,7.0,1.0,299.0,7,4278.0,6989.247311827957
channasandra,3.0,1.0,61.95,3,1500.0,4130.0
channasandra,2.0,1.0,36.28,2,830.0,4371.084337349397
channasandra,3.0,1.0,67.77,3,1200.0,5647.5
channasandra,2.0,1.0,56.0,3,1195.0,4686.192468619247
channasandra,2.0,2.0,38.0,2,1175.0,3234.0425531914893
channasandra,2.0,1.0,46.13,2,1200.0,3844.1666666666665
channasandra,2.0,1.0,36.0,2,1065.0,3380.281690140845
channasandra,2.0,1.0,44.41,2,1050.0,4229.523809523809
channasandra,2.0,1.0,32.0,2,1010.0,3168.3168316831684
chikka tirupathi,5.0,3.0,120.0,4,2600.0,4615.384615384615
chikka tirupathi,4.0,1.0,120.0,4,2325.0,5161.290322580645
chikka tirupathi,4.0,2.0,80.27,3,1808.0,4439.712389380531
chikka tirupathi,3.0,1.0,135.0,3,3297.0,4094.631483166515
chikka tirupathi,5.0,3.0,150.0,4,3500.0,4285.714285714285
chikka tirupathi,3.0,0.0,99.0,3,2646.0,3741.496598639456
chikka tirupathi,5.0,0.0,105.0,4,2704.0,3883.1360946745563
chikka tirupathi,3.0,0.0,95.0,3,2325.0,4086.021505376344
chikka tirupathi,4.0,1.0,120.0,4,2325.0,5161.290322580645
chikka tirupathi,4.0,2.0,136.0,4,3250.0,4184.615384615385
chikka tirupathi,4.0,3.0,120.0,3,2153.0,5573.61820715281
chikka tirupathi,5.0,3.0,125.0,4,2665.0,4690.431519699812
chikkabanavar,2.0,1.0,40.0,2,950.0,4210.526315789473
chikkabanavar,2.0,0.0,80.0,3,1600.0,5000.0
chikkabanavar,1.0,2.0,25.0,2,600.0,4166.666666666667
chikkabanavar,4.0,0.0,97.0,5,2400.0,4041.6666666666665
chikkabanavar,4.0,0.0,65.0,5,2000.0,3250.0
chikkabanavar,2.0,1.0,38.0,2,1067.0,3561.3870665417057
chikkabanavar,2.0,2.0,46.0,3,1320.0,3484.848484848485
chikkabanavar,7.0,0.0,110.0,8,4000.0,2750.0
chikkalasandra,2.0,2.0,50.0,2,1100.0,4545.454545454545
chikkalasandra,2.0,1.0,49.0,2,1208.0,4056.291390728477
chikkalasandra,2.0,3.0,52.8,2,875.0,6034.285714285715
chikkalasandra,2.0,2.0,42.0,2,1070.0,3925.233644859813
chikkalasandra,1.0,1.0,128.0,2,1800.0,7111.111111111111
chikkalasandra,2.0,2.0,50.0,2,1070.0,4672.897196261682
chikkalasandra,2.0,2.0,48.0,2,1230.0,3902.439024390244
chikkalasandra,2.0,1.0,80.0,3,1428.0,5602.240896358543
chikkalasandra,2.0,1.0,42.8,2,1070.0,4000.0
chikkalasandra,2.0,1.0,46.76,2,1075.0,4349.767441860465
chikkalasandra,2.0,1.0,45.48,2,1070.0,4250.467289719626
chikkalasandra,2.0,2.0,50.0,2,1100.0,4545.454545454545
chikkalasandra,2.0,2.0,45.0,2,1224.0,3676.470588235294
chikkalasandra,2.0,1.0,47.42,2,1090.0,4350.45871559633
chikkalasandra,2.0,1.0,59.0,2,1325.0,4452.830188679245
chikkalasandra,2.0,2.0,72.0,2,1290.0,5581.395348837209
choodasandra,2.0,2.0,50.0,2,1115.0,4484.304932735426
choodasandra,2.0,3.0,57.0,2,1300.0,4384.615384615385
choodasandra,3.0,2.0,77.0,3,1530.0,5032.679738562091
choodasandra,2.0,1.0,63.0,2,1197.0,5263.1578947368425
choodasandra,3.0,3.0,75.0,3,1465.0,5119.453924914676
choodasandra,2.0,1.0,50.0,2,1115.0,4484.304932735426
choodasandra,2.0,2.0,59.0,2,1215.0,4855.9670781893
choodasandra,2.0,1.0,65.0,3,1254.0,5183.413078149921
choodasandra,3.0,3.0,105.0,3,1580.0,6645.569620253164
choodasandra,2.0,2.0,36.0,2,725.0,4965.517241379311
choodasandra,3.0,1.0,210.0,4,2429.0,8645.533141210375
choodasandra,2.0,2.0,45.0,2,1075.0,4186.046511627907
choodasandra,2.0,1.0,71.22,2,1180.0,6035.593220338983
choodasandra,2.0,2.0,62.0,2,1140.0,5438.596491228071
choodasandra,3.0,2.0,78.0,3,1560.0,5000.0
choodasandra,2.0,1.0,46.0,2,1065.0,4319.24882629108
choodasandra,2.0,2.0,50.0,2,1115.0,4484.304932735426
choodasandra,2.0,1.0,50.0,2,1115.0,4484.304932735426
cooke town,4.0,0.0,450.0,4,3950.0,11392.405063291139
cooke town,4.0,3.0,239.0,3,2388.0,10008.375209380234
cooke town,2.0,2.0,200.0,2,1710.0,11695.906432748538
cooke town,2.0,2.0,111.0,2,1310.0,8473.282442748092
cooke town,5.0,0.0,415.0,4,3900.0,10641.02564102564
cooke town,4.0,0.0,310.0,3,2560.0,12109.375
cooke town,3.0,2.0,190.0,3,1900.0,10000.0
cooke town,3.0,3.0,192.0,3,1800.0,10666.666666666666
cooke town,2.0,3.0,90.0,2,1100.0,8181.818181818182
cooke town,3.0,1.0,250.0,3,2300.0,10869.565217391304
cox town,3.0,3.0,150.0,3,1975.0,7594.93670886076
cox town,3.0,3.0,100.0,3,1650.0,6060.606060606061
cox town,3.0,3.0,140.0,3,1730.0,8092.485549132948
cox town,3.0,1.0,150.0,3,1600.0,9375.0
cox town,2.0,2.0,95.0,2,1250.0,7600.0
cox town,2.0,1.0,120.0,2,1280.0,9375.0
cox town,2.0,2.0,72.0,2,1073.0,6710.158434296365
cox town,2.0,3.0,58.0,2,1000.0,5800.0
cox town,2.0,2.0,140.0,2,1200.0,11666.666666666666
cunningham road,4.0,3.0,1250.0,4,5270.0,23719.165085388995
cunningham road,3.0,2.0,864.0,3,3875.0,22296.774193548386
cunningham road,3.0,2.0,800.0,3,3875.0,20645.16129032258
cunningham road,3.0,1.0,763.0,3,3815.0,20000.0
cunningham road,3.0,2.0,501.0,3,2880.0,17395.833333333332
cunningham road,3.0,1.0,662.0,3,3489.0,18973.91802808828
cunningham road,3.0,2.0,800.0,3,4170.0,19184.65227817746
cunningham road,3.0,1.0,501.0,3,2700.0,18555.555555555555
cunningham road,3.0,2.0,560.0,3,2880.0,19444.444444444445
cv raman nagar,2.0,2.0,55.0,2,1120.0,4910.714285714285
cv raman nagar,2.0,1.0,55.0,2,1070.0,5140.186915887851
cv raman nagar,2.0,1.0,37.0,2,740.0,5000.0
cv raman nagar,2.0,1.0,49.0,2,1028.0,4766.536964980544
cv raman nagar,2.0,1.0,98.0,2,1392.0,7040.229885057472
cv raman nagar,2.0,2.0,47.5,2,1070.0,4439.252336448598
cv raman nagar,3.0,2.0,126.0,3,1825.0,6904.109589041096
cv raman nagar,2.0,2.0,50.0,2,1025.0,4878.048780487805
cv raman nagar,2.0,2.0,60.0,2,1198.0,5008.347245409015
cv raman nagar,2.0,2.0,85.0,2,1560.0,5448.717948717948
cv raman nagar,2.0,3.0,85.0,3,1590.0,5345.911949685535
cv raman nagar,2.0,1.0,58.0,2,1100.0,5272.727272727273
cv raman nagar,2.0,3.0,61.0,2,1051.0,5803.996194100856
cv raman nagar,2.0,1.0,55.0,2,1020.0,5392.156862745098
cv raman nagar,2.0,2.0,65.0,2,1285.0,5058.365758754864
cv raman nagar,2.0,1.0,50.0,2,1040.0,4807.692307692308
